SiteId,Month,number_of_holidays
177,2016-05,1
177,2016-06,1
177,2016-08,1
177,2016-11,1
177,2016-12,3
177,2017-01,2
177,2017-04,2
177,2017-05,1
177,2017-06,1
177,2017-08,1
177,2017-11,1
177,2017-12,3
178,2016-01,2
178,2016-03,1
178,2016-04,1
178,2016-05,1
178,2016-06,1
178,2016-08,1
178,2016-11,1
178,2016-12,3
178,2017-01,2
178,2017-04,2
178,2017-05,1
178,2017-06,1
178,2017-08,1
178,2017-11,1
178,2017-12,3
180,2015-01,2
180,2015-04,2
180,2015-05,1
180,2015-06,1
180,2015-08,1
180,2015-11,1
180,2015-12,3
180,2016-01,2
180,2016-03,1
180,2016-04,1
180,2016-05,1
180,2016-06,1
180,2016-08,1
180,2016-11,1
180,2016-12,3
180,2017-01,2
180,2017-04,2
180,2017-05,1
180,2017-06,1
180,2017-08,1
180,2017-11,1
180,2017-12,3
181,2015-01,2
181,2015-04,2
181,2015-05,1
181,2015-06,1
181,2015-08,1
181,2015-11,1
181,2015-12,3
181,2016-01,2
181,2016-03,1
181,2016-04,1
181,2016-05,1
181,2016-06,1
181,2016-08,1
181,2016-11,1
181,2016-12,3
181,2017-01,2
181,2017-04,2
181,2017-05,1
181,2017-06,1
181,2017-08,1
181,2017-11,1
181,2017-12,3
182,2015-01,2
182,2015-04,2
182,2015-05,1
182,2015-06,1
182,2015-08,1
182,2015-11,1
182,2015-12,3
182,2016-01,2
182,2016-03,1
182,2016-04,1
182,2016-05,1
182,2016-06,1
182,2016-08,1
182,2016-11,1
182,2016-12,3
182,2017-01,2
182,2017-04,2
182,2017-05,1
182,2017-06,1
182,2017-08,1
182,2017-11,1
182,2017-12,3
183,2015-01,2
183,2015-04,2
183,2015-05,1
183,2015-06,1
183,2015-08,1
183,2015-11,1
183,2015-12,3
183,2016-01,2
183,2016-03,1
183,2016-04,1
183,2016-05,1
183,2016-06,1
183,2016-08,1
183,2016-11,1
183,2016-12,3
183,2017-01,2
183,2017-04,2
183,2017-05,1
183,2017-06,1
183,2017-08,1
183,2017-11,1
183,2017-12,3
184,2015-01,2
184,2015-04,2
184,2015-05,1
184,2015-06,1
184,2015-08,1
184,2015-11,1
184,2015-12,3
184,2016-01,2
184,2016-03,1
184,2016-04,1
184,2016-05,1
184,2016-06,1
184,2016-08,1
184,2016-11,1
184,2016-12,3
184,2017-01,2
184,2017-04,2
184,2017-05,1
184,2017-06,1
184,2017-08,1
184,2017-11,1
184,2017-12,3
185,2015-01,2
185,2015-04,2
185,2015-05,1
185,2015-06,1
185,2015-08,1
185,2015-11,1
185,2015-12,3
185,2016-01,2
185,2016-03,1
185,2016-04,1
185,2016-05,1
185,2016-06,1
185,2016-08,1
185,2016-11,1
185,2016-12,3
185,2017-01,2
185,2017-04,2
185,2017-05,1
185,2017-06,1
185,2017-08,1
185,2017-11,1
185,2017-12,3
186,2015-01,2
186,2015-04,2
186,2015-05,1
186,2015-06,1
186,2015-08,1
186,2015-11,1
186,2015-12,3
186,2016-01,2
186,2016-03,1
186,2016-04,1
186,2016-05,1
186,2016-06,1
186,2016-08,1
186,2016-11,1
186,2016-12,3
186,2017-01,2
186,2017-04,2
186,2017-05,1
186,2017-06,1
186,2017-08,1
186,2017-11,1
186,2017-12,3
189,2014-01,1
189,2014-03,1
189,2014-04,5
189,2014-05,2
189,2014-06,1
189,2014-08,1
189,2014-09,1
189,2014-12,4
189,2015-01,1
189,2015-03,1
189,2015-04,4
189,2015-05,1
189,2015-06,1
189,2015-08,2
189,2015-09,1
189,2015-12,4
189,2016-01,1
189,2016-03,4
189,2016-04,1
189,2016-05,2
189,2016-06,1
189,2016-08,2
189,2016-09,1
189,2016-12,5
189,2017-01,2
189,2017-03,1
189,2017-04,4
189,2017-05,1
189,2017-06,1
189,2017-08,1
189,2017-09,2
189,2017-12,4
190,2014-01,1
190,2014-03,1
190,2014-04,5
190,2014-05,2
190,2014-06,1
190,2014-08,1
190,2014-09,1
190,2014-12,4
190,2015-01,1
190,2015-03,1
190,2015-04,4
190,2015-05,1
190,2015-06,1
190,2015-08,2
190,2015-09,1
190,2015-12,4
190,2016-01,1
190,2016-03,4
190,2016-04,1
190,2016-05,2
190,2016-06,1
190,2016-08,2
190,2016-09,1
190,2016-12,5
190,2017-01,2
190,2017-03,1
190,2017-04,4
190,2017-05,1
190,2017-06,1
190,2017-08,1
190,2017-09,2
190,2017-12,4
191,2014-01,1
191,2014-03,1
191,2014-04,5
191,2014-05,2
191,2014-06,1
191,2014-08,1
191,2014-09,1
191,2014-12,4
191,2015-01,1
191,2015-03,1
191,2015-04,4
191,2015-05,1
191,2015-06,1
191,2015-08,2
191,2015-09,1
191,2015-12,4
192,2014-01,1
192,2014-03,1
192,2014-04,5
192,2014-05,2
192,2014-06,1
192,2014-08,1
192,2014-09,1
192,2014-12,4
192,2015-01,1
192,2015-03,1
192,2015-04,4
192,2015-05,1
192,2015-06,1
192,2015-08,2
192,2015-09,1
192,2015-12,4
192,2016-01,1
192,2016-03,4
192,2016-04,1
192,2016-05,2
192,2016-06,1
192,2016-08,2
192,2016-09,1
192,2016-12,5
192,2017-01,2
192,2017-03,1
192,2017-04,4
192,2017-05,1
192,2017-06,1
192,2017-08,1
192,2017-09,2
192,2017-12,4
193,2014-01,1
193,2014-03,1
193,2014-04,5
193,2014-05,2
193,2014-06,1
193,2014-08,1
193,2014-09,1
193,2014-12,4
193,2015-01,1
193,2015-03,1
193,2015-04,4
193,2015-05,1
193,2015-06,1
193,2015-08,2
193,2015-09,1
193,2015-12,4
193,2016-01,1
193,2016-03,4
193,2016-04,1
193,2016-05,2
193,2016-06,1
193,2016-08,2
193,2016-09,1
193,2016-12,5
193,2017-01,2
193,2017-03,1
193,2017-04,4
193,2017-05,1
193,2017-06,1
193,2017-08,1
193,2017-09,2
193,2017-12,4
194,2014-01,1
194,2014-03,1
194,2014-04,5
194,2014-05,2
194,2014-06,1
194,2014-08,1
194,2014-09,1
194,2014-12,4
194,2015-01,1
194,2015-03,1
194,2015-04,4
194,2015-05,1
194,2015-06,1
194,2015-08,2
194,2015-09,1
194,2015-12,4
194,2016-01,1
194,2016-03,4
194,2016-04,1
194,2016-05,2
194,2016-06,1
194,2016-08,2
194,2016-09,1
194,2016-12,5
194,2017-01,2
194,2017-03,1
194,2017-04,4
194,2017-05,1
194,2017-06,1
194,2017-08,1
194,2017-09,2
194,2017-12,4
195,2014-01,1
195,2014-03,1
195,2014-04,5
195,2014-05,2
195,2014-06,1
195,2014-08,1
195,2014-09,1
195,2014-12,4
195,2015-01,1
195,2015-03,1
195,2015-04,4
195,2015-05,1
195,2015-06,1
195,2015-08,2
195,2015-09,1
195,2015-12,4
195,2016-01,1
195,2016-03,4
195,2016-04,1
195,2016-05,2
195,2016-06,1
195,2016-08,2
195,2016-09,1
195,2016-12,5
196,2014-01,1
196,2014-03,1
196,2014-04,5
196,2014-05,2
196,2014-06,1
196,2014-08,1
196,2014-09,1
196,2014-12,4
196,2015-01,1
196,2015-03,1
196,2015-04,4
196,2015-05,1
196,2015-06,1
196,2015-08,2
196,2015-09,1
196,2015-12,4
196,2016-01,1
196,2016-03,4
196,2016-04,1
196,2016-05,2
196,2016-06,1
196,2016-08,2
196,2016-09,1
196,2016-12,5
197,2014-01,1
197,2014-03,1
197,2014-04,5
197,2014-05,2
197,2014-06,1
197,2014-08,1
197,2014-09,1
197,2014-12,4
197,2015-01,1
197,2015-03,1
197,2015-04,4
197,2015-05,1
197,2015-06,1
197,2015-08,2
197,2015-09,1
197,2015-12,4
197,2016-01,1
197,2016-03,4
197,2016-04,1
197,2016-05,2
197,2016-06,1
197,2016-08,2
197,2016-09,1
197,2016-12,5
198,2014-01,1
198,2014-03,1
198,2014-04,5
198,2014-05,2
198,2014-06,1
198,2014-08,1
198,2014-09,1
198,2014-12,4
198,2015-01,1
198,2015-03,1
198,2015-04,4
198,2015-05,1
198,2015-06,1
198,2015-08,2
198,2015-09,1
198,2015-12,4
198,2016-01,1
198,2016-03,4
198,2016-04,1
198,2016-05,2
198,2016-06,1
198,2016-08,2
198,2016-09,1
198,2016-12,5
199,2014-01,1
199,2014-03,1
199,2014-04,5
199,2014-05,2
199,2014-06,1
199,2014-08,1
199,2014-09,1
199,2014-12,4
199,2015-01,1
199,2015-03,1
199,2015-04,4
199,2015-05,1
199,2015-06,1
199,2015-08,2
199,2015-09,1
199,2015-12,4
199,2016-01,1
199,2016-03,4
199,2016-04,1
199,2016-05,2
199,2016-06,1
199,2016-08,2
199,2016-09,1
199,2016-12,5
200,2014-01,1
200,2014-03,1
200,2014-04,5
200,2014-05,2
200,2014-06,1
200,2014-08,1
200,2014-09,1
200,2014-12,4
200,2015-01,1
200,2015-03,1
200,2015-04,4
200,2015-05,1
200,2015-06,1
200,2015-08,2
200,2015-09,1
200,2015-12,4
200,2016-01,1
200,2016-03,4
200,2016-04,1
200,2016-05,2
200,2016-06,1
200,2016-08,2
200,2016-09,1
200,2016-12,5
201,2014-01,1
201,2014-03,1
201,2014-04,5
201,2014-05,2
201,2014-06,1
201,2014-08,1
201,2014-09,1
201,2014-12,4
201,2015-01,1
201,2015-03,1
201,2015-04,4
201,2015-05,1
201,2015-06,1
201,2015-08,2
201,2015-09,1
201,2015-12,4
201,2016-01,1
201,2016-03,4
201,2016-04,1
201,2016-05,2
201,2016-06,1
201,2016-08,2
201,2016-09,1
201,2016-12,5
202,2014-01,1
202,2014-03,1
202,2014-04,5
202,2014-05,2
202,2014-06,1
202,2014-08,1
202,2014-09,1
202,2014-12,4
202,2015-01,1
202,2015-03,1
202,2015-04,4
202,2015-05,1
202,2015-06,1
202,2015-08,2
202,2015-09,1
202,2015-12,4
202,2016-01,1
202,2016-03,4
202,2016-04,1
202,2016-05,2
202,2016-06,1
202,2016-08,2
202,2016-09,1
202,2016-12,5
203,2014-01,1
203,2014-03,1
203,2014-04,5
203,2014-05,2
203,2014-06,1
203,2014-08,1
203,2014-09,1
203,2014-12,4
203,2015-01,1
203,2015-03,1
203,2015-04,4
203,2015-05,1
203,2015-06,1
203,2015-08,2
203,2015-09,1
203,2015-12,4
203,2016-01,1
203,2016-03,4
203,2016-04,1
203,2016-05,2
203,2016-06,1
203,2016-08,2
203,2016-09,1
203,2016-12,5
204,2014-01,1
204,2014-03,1
204,2014-04,5
204,2014-05,2
204,2014-06,1
204,2014-08,1
204,2014-09,1
204,2014-12,4
204,2015-01,1
204,2015-03,1
204,2015-04,4
204,2015-05,1
204,2015-06,1
204,2015-08,2
204,2015-09,1
204,2015-12,4
205,2014-01,1
205,2014-03,1
205,2014-04,5
205,2014-05,2
205,2014-06,1
205,2014-08,1
205,2014-09,1
205,2014-12,4
205,2015-01,1
205,2015-03,1
205,2015-04,4
205,2015-05,1
205,2015-06,1
205,2015-08,2
205,2015-09,1
205,2015-12,4
205,2016-01,1
205,2016-03,4
205,2016-04,1
205,2016-05,2
205,2016-06,1
205,2016-08,2
205,2016-09,1
205,2016-12,5
206,2014-01,1
206,2014-03,1
206,2014-04,5
206,2014-05,2
206,2014-06,1
206,2014-08,1
206,2014-09,1
206,2014-12,4
206,2015-01,1
206,2015-03,1
206,2015-04,4
206,2015-05,1
206,2015-06,1
206,2015-08,2
206,2015-09,1
206,2015-12,4
206,2016-01,1
206,2016-03,4
206,2016-04,1
206,2016-05,2
206,2016-06,1
206,2016-08,2
206,2016-09,1
206,2016-12,5
207,2014-01,1
207,2014-03,1
207,2014-04,5
207,2014-05,2
207,2014-06,1
207,2014-08,1
207,2014-09,1
207,2014-12,4
207,2015-01,1
207,2015-03,1
207,2015-04,4
207,2015-05,1
207,2015-06,1
207,2015-08,2
207,2015-09,1
207,2015-12,4
207,2016-01,1
207,2016-03,4
207,2016-04,1
207,2016-05,2
207,2016-06,1
207,2016-08,2
207,2016-09,1
207,2016-12,5
207,2017-01,2
207,2017-03,1
207,2017-04,4
207,2017-05,1
207,2017-06,1
207,2017-08,1
207,2017-09,2
207,2017-12,4
208,2015-01,1
208,2015-03,1
208,2015-04,4
208,2015-05,1
208,2015-06,1
208,2015-08,2
208,2015-09,1
208,2015-12,4
208,2016-01,1
208,2016-03,4
208,2016-04,1
208,2016-05,2
208,2016-06,1
208,2016-08,2
208,2016-09,1
208,2016-12,5
208,2017-01,2
208,2017-03,1
208,2017-04,4
208,2017-05,1
208,2017-06,1
208,2017-08,1
208,2017-09,2
208,2017-12,4
209,2014-01,1
209,2014-03,1
209,2014-04,5
209,2014-05,2
209,2014-06,1
209,2014-08,1
209,2014-09,1
209,2014-12,4
209,2015-01,1
209,2015-03,1
209,2015-04,4
209,2015-05,1
209,2015-06,1
209,2015-08,2
209,2015-09,1
209,2015-12,4
209,2016-01,1
209,2016-03,4
209,2016-04,1
209,2016-05,2
209,2016-06,1
209,2016-08,2
209,2016-09,1
209,2016-12,5
210,2014-01,1
210,2014-03,1
210,2014-04,5
210,2014-05,2
210,2014-06,1
210,2014-08,1
210,2014-09,1
210,2014-12,4
210,2015-01,1
210,2015-03,1
210,2015-04,4
210,2015-05,1
210,2015-06,1
210,2015-08,2
210,2015-09,1
210,2015-12,4
210,2016-01,1
210,2016-03,4
210,2016-04,1
210,2016-05,2
210,2016-06,1
210,2016-08,2
210,2016-09,1
210,2016-12,5
211,2014-01,1
211,2014-03,1
211,2014-04,5
211,2014-05,2
211,2014-06,1
211,2014-08,1
211,2014-09,1
211,2014-12,4
211,2015-01,1
211,2015-03,1
211,2015-04,4
211,2015-05,1
211,2015-06,1
211,2015-08,2
211,2015-09,1
211,2015-12,4
211,2016-01,1
211,2016-03,4
211,2016-04,1
211,2016-05,2
211,2016-06,1
211,2016-08,2
211,2016-09,1
211,2016-12,5
212,2014-01,1
212,2014-03,1
212,2014-04,5
212,2014-05,2
212,2014-06,1
212,2014-08,1
212,2014-09,1
212,2014-12,4
212,2015-01,1
212,2015-03,1
212,2015-04,4
212,2015-05,1
212,2015-06,1
212,2015-08,2
212,2015-09,1
212,2015-12,4
212,2016-01,1
212,2016-03,4
212,2016-04,1
212,2016-05,2
212,2016-06,1
212,2016-08,2
212,2016-09,1
212,2016-12,5
212,2017-01,2
212,2017-03,1
212,2017-04,4
212,2017-05,1
212,2017-06,1
212,2017-08,1
212,2017-09,2
212,2017-12,4
213,2014-01,1
213,2014-03,1
213,2014-04,5
213,2014-05,2
213,2014-06,1
213,2014-08,1
213,2014-09,1
213,2014-12,4
213,2015-01,1
213,2015-03,1
213,2015-04,4
213,2015-05,1
213,2015-06,1
213,2015-08,2
213,2015-09,1
213,2015-12,4
213,2016-01,1
213,2016-03,4
213,2016-04,1
213,2016-05,2
213,2016-06,1
213,2016-08,2
213,2016-09,1
213,2016-12,5
213,2017-01,2
213,2017-03,1
213,2017-04,4
213,2017-05,1
213,2017-06,1
213,2017-08,1
213,2017-09,2
213,2017-12,4
215,2016-01,2
215,2016-03,1
215,2016-04,1
215,2016-05,1
215,2016-06,1
215,2016-08,1
215,2016-11,1
215,2016-12,3
215,2017-01,2
215,2017-04,2
215,2017-05,1
215,2017-06,1
215,2017-08,1
215,2017-11,1
215,2017-12,3
216,2016-01,2
216,2016-03,1
216,2016-04,1
216,2016-05,1
216,2016-06,1
216,2016-08,1
216,2016-11,1
216,2016-12,3
216,2017-01,2
216,2017-04,2
216,2017-05,1
216,2017-06,1
216,2017-08,1
216,2017-11,1
216,2017-12,3
217,2016-01,2
217,2016-03,1
217,2016-04,1
217,2016-05,1
217,2016-06,1
217,2016-08,1
217,2016-11,1
217,2016-12,3
217,2017-01,2
217,2017-04,2
217,2017-05,1
217,2017-06,1
217,2017-08,1
217,2017-11,1
217,2017-12,3
218,2016-01,2
218,2016-03,1
218,2016-04,1
218,2016-05,1
218,2016-06,1
218,2016-08,1
218,2016-11,1
218,2016-12,3
218,2017-01,2
218,2017-04,2
218,2017-05,1
218,2017-06,1
218,2017-08,1
218,2017-11,1
218,2017-12,3
221,2015-01,2
221,2015-04,2
221,2015-05,1
221,2015-06,1
221,2015-08,1
221,2015-11,1
221,2015-12,3
221,2016-01,2
221,2016-03,1
221,2016-04,1
221,2016-05,1
221,2016-06,1
221,2016-08,1
221,2016-11,1
221,2016-12,3
221,2017-01,2
221,2017-04,2
221,2017-05,1
221,2017-06,1
221,2017-08,1
221,2017-11,1
221,2017-12,3
222,2016-01,2
222,2016-03,1
222,2016-04,1
222,2016-05,1
222,2016-06,1
222,2016-08,1
222,2016-11,1
222,2016-12,3
222,2017-01,2
222,2017-04,2
222,2017-05,1
222,2017-06,1
222,2017-08,1
222,2017-11,1
222,2017-12,3
223,2016-01,2
223,2016-03,1
223,2016-04,1
223,2016-05,1
223,2016-06,1
223,2016-08,1
223,2016-11,1
223,2016-12,3
223,2017-01,2
223,2017-04,2
223,2017-05,1
223,2017-06,1
223,2017-08,1
223,2017-11,1
223,2017-12,3
224,2016-01,2
224,2016-03,1
224,2016-04,1
224,2016-05,1
224,2016-06,1
224,2016-08,1
224,2016-11,1
224,2016-12,3
224,2017-01,2
224,2017-04,2
224,2017-05,1
224,2017-06,1
224,2017-08,1
224,2017-11,1
224,2017-12,3
225,2016-01,2
225,2016-03,1
225,2016-04,1
225,2016-05,1
225,2016-06,1
225,2016-08,1
225,2016-11,1
225,2016-12,3
225,2017-01,2
225,2017-04,2
225,2017-05,1
225,2017-06,1
225,2017-08,1
225,2017-11,1
225,2017-12,3
226,2016-01,2
226,2016-03,1
226,2016-04,1
226,2016-05,1
226,2016-06,1
226,2016-08,1
226,2016-11,1
226,2016-12,3
226,2017-01,2
226,2017-04,2
226,2017-05,1
226,2017-06,1
226,2017-08,1
226,2017-11,1
226,2017-12,3
227,2016-01,2
227,2016-03,1
227,2016-04,1
227,2016-05,1
227,2016-06,1
227,2016-08,1
227,2016-11,1
227,2016-12,3
227,2017-01,2
227,2017-04,2
227,2017-05,1
227,2017-06,1
227,2017-08,1
227,2017-11,1
227,2017-12,3
228,2016-01,2
228,2016-03,1
228,2016-04,1
228,2016-05,1
228,2016-06,1
228,2016-08,1
228,2016-11,1
228,2016-12,3
228,2017-01,2
228,2017-04,2
228,2017-05,1
228,2017-06,1
228,2017-08,1
228,2017-11,1
228,2017-12,3
229,2016-01,2
229,2016-03,1
229,2016-04,1
229,2016-05,1
229,2016-06,1
229,2016-08,1
229,2016-11,1
229,2016-12,3
229,2017-01,2
229,2017-04,2
229,2017-05,1
229,2017-06,1
229,2017-08,1
229,2017-11,1
229,2017-12,3
230,2016-01,2
230,2016-03,3
230,2016-05,4
230,2016-08,1
230,2016-12,2
230,2017-01,2
230,2017-04,3
230,2017-05,2
230,2017-06,2
230,2017-08,1
230,2017-12,2
231,2014-01,2
231,2014-04,1
231,2014-05,1
231,2014-08,1
231,2014-10,1
231,2014-11,1
231,2014-12,3
231,2015-01,2
231,2015-04,1
231,2015-05,1
231,2015-08,1
231,2015-10,1
231,2015-11,1
231,2015-12,3
231,2016-01,2
231,2016-03,1
231,2016-05,1
231,2016-08,1
231,2016-10,1
231,2016-11,1
231,2016-12,3
237,2013-01,3
237,2013-03,1
237,2013-04,1
237,2013-05,2
237,2013-07,1
237,2013-08,1
237,2013-09,2
237,2013-11,2
237,2013-12,3
237,2014-01,3
237,2014-04,2
237,2014-05,2
237,2014-07,1
237,2014-08,1
237,2014-09,2
237,2014-11,2
237,2014-12,3
237,2015-01,3
237,2015-04,2
237,2015-05,2
237,2015-07,1
237,2015-08,1
237,2015-09,2
237,2015-11,2
237,2015-12,3
237,2016-01,3
237,2016-03,2
237,2016-05,2
237,2016-07,1
237,2016-08,1
237,2016-09,2
237,2016-11,2
237,2016-12,3
237,2017-01,3
237,2017-04,2
237,2017-05,2
237,2017-07,1
237,2017-08,1
237,2017-09,2
237,2017-11,2
237,2017-12,3
238,2016-01,2
238,2016-03,1
238,2016-04,1
238,2016-05,1
238,2016-06,1
238,2016-08,1
238,2016-11,1
238,2016-12,3
238,2017-01,2
238,2017-04,2
238,2017-05,1
238,2017-06,1
238,2017-08,1
238,2017-11,1
238,2017-12,3
239,2014-01,2
239,2014-04,1
239,2014-05,1
239,2014-08,1
239,2014-10,1
239,2014-11,1
239,2014-12,3
239,2015-01,2
239,2015-04,1
239,2015-05,1
239,2015-08,1
239,2015-10,1
239,2015-11,1
239,2015-12,3
239,2016-01,2
239,2016-03,1
239,2016-05,1
239,2016-08,1
239,2016-10,1
239,2016-11,1
239,2016-12,3
239,2017-01,2
239,2017-04,1
239,2017-05,1
239,2017-08,1
239,2017-10,1
239,2017-11,1
239,2017-12,3
240,2016-01,2
240,2016-03,3
240,2016-05,4
240,2016-08,1
240,2016-12,2
240,2017-01,2
240,2017-04,3
240,2017-05,2
240,2017-06,2
240,2017-08,1
240,2017-12,2
241,2013-01,1
241,2013-02,1
241,2013-03,2
241,2013-04,1
241,2013-05,1
241,2013-06,1
241,2013-08,1
241,2013-12,2
241,2014-01,1
241,2014-03,1
241,2014-04,3
241,2014-05,1
241,2014-06,1
241,2014-08,1
241,2014-12,2
241,2015-01,1
241,2015-02,1
241,2015-04,3
241,2015-05,1
241,2015-06,1
241,2015-08,1
241,2015-12,2
241,2016-01,1
241,2016-02,1
241,2016-03,2
241,2016-04,1
241,2016-05,1
241,2016-06,1
241,2016-08,1
241,2016-12,2
241,2017-01,1
241,2017-02,1
241,2017-04,3
241,2017-05,1
241,2017-06,1
241,2017-08,1
241,2017-12,2
243,2016-01,2
243,2016-03,1
243,2016-04,1
243,2016-05,1
243,2016-06,1
243,2016-08,1
243,2016-11,1
243,2016-12,3
243,2017-01,2
243,2017-04,2
243,2017-05,1
243,2017-06,1
243,2017-08,1
243,2017-11,1
243,2017-12,3
244,2016-01,2
244,2016-03,1
244,2016-04,1
244,2016-05,1
244,2016-06,1
244,2016-08,1
244,2016-11,1
244,2016-12,3
244,2017-01,2
244,2017-04,2
244,2017-05,1
244,2017-06,1
244,2017-08,1
244,2017-11,1
244,2017-12,3
245,2016-01,2
245,2016-03,1
245,2016-04,1
245,2016-05,1
245,2016-06,1
245,2016-08,1
245,2016-11,1
245,2016-12,3
245,2017-01,2
245,2017-04,2
245,2017-05,1
245,2017-06,1
245,2017-08,1
245,2017-11,1
245,2017-12,3
246,2016-01,2
246,2016-03,1
246,2016-04,1
246,2016-05,1
246,2016-06,1
246,2016-08,1
246,2016-11,1
246,2016-12,3
246,2017-01,2
246,2017-04,2
246,2017-05,1
246,2017-06,1
246,2017-08,1
246,2017-11,1
246,2017-12,3
247,2016-01,2
247,2016-03,1
247,2016-04,1
247,2016-05,1
247,2016-06,1
247,2016-08,1
247,2016-11,1
247,2016-12,3
247,2017-01,2
247,2017-04,2
247,2017-05,1
247,2017-06,1
247,2017-08,1
247,2017-11,1
247,2017-12,3
248,2016-01,2
248,2016-03,1
248,2016-04,1
248,2016-05,1
248,2016-06,1
248,2016-08,1
248,2016-11,1
248,2016-12,3
248,2017-01,2
248,2017-04,2
248,2017-05,1
248,2017-06,1
248,2017-08,1
248,2017-11,1
248,2017-12,3
249,2016-01,2
249,2016-03,1
249,2016-04,1
249,2016-05,1
249,2016-06,1
249,2016-08,1
249,2016-11,1
249,2016-12,3
249,2017-01,2
249,2017-04,2
249,2017-05,1
249,2017-06,1
249,2017-08,1
249,2017-11,1
249,2017-12,3
250,2014-01,1
250,2014-03,1
250,2014-04,5
250,2014-05,2
250,2014-06,1
250,2014-08,1
250,2014-09,1
250,2014-12,4
250,2015-01,1
250,2015-03,1
250,2015-04,4
250,2015-05,1
250,2015-06,1
250,2015-08,2
250,2015-09,1
250,2015-12,4
250,2016-01,1
250,2016-03,4
250,2016-04,1
250,2016-05,2
250,2016-06,1
250,2016-08,2
250,2016-09,1
250,2016-12,5
250,2017-01,2
250,2017-03,1
250,2017-04,4
250,2017-05,1
250,2017-06,1
250,2017-08,1
250,2017-09,2
250,2017-12,4
251,2016-01,2
251,2016-03,1
251,2016-04,1
251,2016-05,1
251,2016-06,1
251,2016-08,1
251,2016-11,1
251,2016-12,3
251,2017-01,2
251,2017-04,2
251,2017-05,1
251,2017-06,1
251,2017-08,1
251,2017-11,1
251,2017-12,3
252,2016-01,2
252,2016-03,1
252,2016-04,1
252,2016-05,1
252,2016-06,1
252,2016-08,1
252,2016-11,1
252,2016-12,3
252,2017-01,2
252,2017-04,2
252,2017-05,1
252,2017-06,1
252,2017-08,1
252,2017-11,1
252,2017-12,3
253,2016-01,2
253,2016-03,1
253,2016-04,1
253,2016-05,1
253,2016-06,1
253,2016-08,1
253,2016-11,1
253,2016-12,3
253,2017-01,2
253,2017-04,2
253,2017-05,1
253,2017-06,1
253,2017-08,1
253,2017-11,1
253,2017-12,3
254,2016-01,2
254,2016-03,1
254,2016-04,1
254,2016-05,1
254,2016-06,1
254,2016-08,1
254,2016-11,1
254,2016-12,3
254,2017-01,2
254,2017-04,2
254,2017-05,1
254,2017-06,1
254,2017-08,1
254,2017-11,1
254,2017-12,3
255,2016-01,2
255,2016-03,1
255,2016-04,1
255,2016-05,1
255,2016-06,1
255,2016-08,1
255,2016-11,1
255,2016-12,3
255,2017-01,2
255,2017-04,2
255,2017-05,1
255,2017-06,1
255,2017-08,1
255,2017-11,1
255,2017-12,3
256,2016-01,2
256,2016-03,1
256,2016-04,1
256,2016-05,1
256,2016-06,1
256,2016-08,1
256,2016-11,1
256,2016-12,3
256,2017-01,2
256,2017-04,2
256,2017-05,1
256,2017-06,1
256,2017-08,1
256,2017-11,1
256,2017-12,3
257,2016-01,2
257,2016-03,1
257,2016-04,1
257,2016-05,1
257,2016-06,1
257,2016-08,1
257,2016-11,1
257,2016-12,3
257,2017-01,2
257,2017-04,2
257,2017-05,1
257,2017-06,1
257,2017-08,1
257,2017-11,1
257,2017-12,3
259,2014-01,1
259,2014-03,1
259,2014-04,5
259,2014-05,2
259,2014-06,1
259,2014-08,1
259,2014-09,1
259,2014-12,4
259,2015-01,1
259,2015-03,1
259,2015-04,4
259,2015-05,1
259,2015-06,1
259,2015-08,2
259,2015-09,1
259,2015-12,4
259,2016-01,1
259,2016-03,4
259,2016-04,1
259,2016-05,2
259,2016-06,1
259,2016-08,2
259,2016-09,1
259,2016-12,5
259,2017-01,2
259,2017-03,1
259,2017-04,4
259,2017-05,1
259,2017-06,1
259,2017-08,1
259,2017-09,2
259,2017-12,4
260,2015-01,1
260,2015-04,1
260,2015-05,4
260,2015-07,1
260,2015-08,1
260,2015-11,2
260,2015-12,1
260,2016-01,1
260,2016-03,1
260,2016-05,4
260,2016-07,1
260,2016-08,1
260,2016-11,2
260,2016-12,1
260,2017-01,1
260,2017-04,1
260,2017-05,3
260,2017-06,1
260,2017-07,1
260,2017-08,1
260,2017-11,2
260,2017-12,1
267,2015-01,2
267,2015-02,1
267,2015-03,2
267,2015-04,3
267,2015-05,2
267,2015-06,1
267,2015-08,1
267,2015-10,1
267,2015-12,2
267,2016-01,2
267,2016-03,3
267,2016-04,1
267,2016-05,3
267,2016-06,2
267,2016-08,1
267,2016-10,1
267,2016-12,2
267,2017-01,2
267,2017-02,1
267,2017-03,2
267,2017-04,3
267,2017-05,1
267,2017-06,2
267,2017-08,1
267,2017-10,1
267,2017-12,2
283,2015-01,2
283,2015-04,3
283,2015-05,4
283,2015-08,1
283,2015-12,2
283,2016-01,2
283,2016-03,3
283,2016-05,4
283,2016-08,1
283,2016-12,2
283,2017-01,2
283,2017-04,3
283,2017-05,2
283,2017-06,2
283,2017-08,1
283,2017-12,2
284,2015-01,2
284,2015-04,2
284,2015-05,1
284,2015-06,1
284,2015-08,1
284,2015-11,1
284,2015-12,3
284,2016-01,2
284,2016-03,1
284,2016-04,1
284,2016-05,1
284,2016-06,1
284,2016-08,1
284,2016-11,1
284,2016-12,3
284,2017-01,2
284,2017-04,2
284,2017-05,1
284,2017-06,1
284,2017-08,1
